"GENE"	"TCGA_bladder"	"TCGA_prostate"	"TCGA_thyroid"
"19380"	"FOXD2"	2.3895	43.8063	18.2574
"19381"	"H19"	12997.6105	993.2668	139.1622
"19382"	"SNORA20"	0	0	0
"19383"	"EIF4E"	1048.9845	404.3157	528.2483
"19384"	"HARBI1"	38.2318	53.2165	50.3094
"19385"	"THBS4"	20.3106	121.0351	106.7045
"19386"	"GSG1"	2.3895	0	0
"19387"	"CYR61"	22162.4851	22716.3138	21685.7693
"19388"	"NDUFS2"	1716.8459	1253.1841	1417.1823
"19389"	"FBXO22OS"	22.2342	31.414	35.4843
"19390"	"PTPRA"	1219.2354	2150.0771	2403.8949
"19391"	"PIK3IP1"	593.19	1594.2241	2362.9171
"19392"	"ARAF"	1432.497	1470.593	1396.8962
"19393"	"SPDYE3"	48.9606	53.1386	68.3031
"19394"	"PPP1CC"	2348.2676	2532.0029	2750.7861
"19395"	"FHL3"	758.0645	417.9443	293.336
"19396"	"SNORD126"	0	0	0
"19397"	"MBNL2"	1783.7515	2219.5181	1635.0543
"19398"	"KLRG2"	0	6.1653	103.053
"19399"	"CHTF18"	209.6774	157.0536	250.7354
"19400"	"C8orf80"	11.3501	6.1653	302.6676
"19401"	"BRD3"	486.0394	1468.9641	887.2462
"19402"	"MEX3D"	605.7348	427.3546	356.6285
"19403"	"OR4D6"	0	0	0
"19404"	"ZDHHC12"	494.6237	465.6445	460.0872
"19405"	"TSPY3"	0	0	0
"19406"	"ACTG2"	7901.4337	23983.7755	26.7776
"19407"	"TCEAL3"	662.4851	1126.6326	994.8271
"19408"	"LOC100286793"	55.5556	95.7248	145.6537
"19409"	"LPPR5"	37.6344	0.649	0
"19410"	"CDCP1"	1638.5902	1067.8997	621.9698
"19411"	"TTLL4"	402.6284	398.7994	218.2777
"19412"	"TMPRSS7"	14.3369	1.9469	2.0286
"19413"	"C1orf65"	6.5711	0.9735	0
"19414"	"SPATS2L"	3791.5173	1948.8927	2171.8227
"19415"	"CCDC155"	0	0.9735	0.8114
"19416"	"MEFV"	24.4922	32.7736	6.8973
"19417"	"SCG2"	25.687	935.1829	9.7373
"19418"	"PPAPDC2"	305.2569	713.8801	314.0278
"19419"	"UBL5"	1440.8602	1131.5	2091.0843
"19420"	"C20orf103"	7.7658	16.549	27.9947
"19421"	"CYB5R3"	6673.2378	7059.9497	3998.3771
"19422"	"LOC100133161"	99.5818	28.8797	86.0655
"19423"	"KCTD11"	4501.7921	597.7123	734.7601
"19424"	"SURF6"	974.313	719.7209	738.0059
"19425"	"ZNF586"	279.5699	280.3602	238.158
"19426"	"CRYBB3"	1.1947	0.649	9.3316
"19427"	"ACADM"	1221.6249	959.5198	1205.3961
"19428"	"TEX13B"	0	0	0
"19429"	"FBXO46"	476.7025	396.8524	859.7221
"19430"	"BEX2"	236.5591	412.7525	1652.5003
"19431"	"LDLRAD2"	130.3644	182.7338	86.9743
"19432"	"FLJ39609"	0	0	0
"19433"	"SLC27A3"	529.8686	485.114	329.8509
"19434"	"FAM92A3"	0	0	0.4057
"19435"	"RSPH6A"	0.5974	0.9735	86.4185
"19436"	"PARP14"	1220.4301	1782.1043	2616.8983
"19437"	"ARGFX"	0	0	0
"19438"	"MCM3"	1227.0012	1502.0686	1547.0129
"19439"	"PPP3CB"	1081.8399	1454.693	1170.5041
"19440"	"THSD4"	3005.9737	5850.5719	798.4583
"19441"	"POMZP3"	192.951	141.2801	248.6946
"19442"	"HERPUD1"	1866.1888	7857.5485	7481.0833
"19443"	"CLP1"	247.9092	187.5558	180.9514
"19444"	"CMTM7"	878.7336	247.2621	664.5704
"19445"	"LYRM2"	550.8602	947.3351	1104.0958
"19446"	"MED25"	794.5042	781.0497	1118.3041
"19447"	"GLT1D1"	5.3763	27.2572	31.6462
"19448"	"C8orf45"	11.9474	29.5287	24.3432
"19449"	"RAN"	3965.9498	2052.4053	2763.7691
"19450"	"SND1"	2506.5711	4537.0325	3546.81
"19451"	"ZFP41"	103.5544	313.176	342.3796
"19452"	"PFN1"	10268.2198	6621.8869	13136.8293
"19453"	"MBOAT1"	291.5173	580.1898	423.1666
"19454"	"ARHGAP8"	198.4349	249.5855	296.3546
"19455"	"PLD1"	632.6165	351.7482	174.0542
"19456"	"UBXN10"	221.6249	175.5496	585.0492
"19457"	"HIF1AN"	761.6487	1402.1254	1102.7488
"19458"	"MBTPS1"	2498.8053	3672.9131	3373.1616
"19459"	"HOXA5"	80.0478	122.0086	11.7659
"19460"	"IMP5"	0	0	0
"19461"	"ESCO2"	3.5842	15.9001	39.3549
"19462"	"LRRC8B"	773.5962	746.3292	404.5035
"19463"	"PARVG"	211.4695	146.9944	1011.0559
"19464"	"KRTAP2-1"	0	0	0.4057
"19465"	"HTR2B"	9.5579	9.7347	24.749
"19466"	"C16orf72"	1637.9928	1099.3754	1371.3358
"19467"	"KAL1"	43.0108	584.0837	555.8373
"19468"	"OR51L1"	0	0	0
"19469"	"SUN5"	0	0	0
"19470"	"MEX3C"	1108.7216	918.9584	986.7126
"19471"	"NAV2"	132.3596	1129.7282	1703.3939
"19472"	"GPR83"	2.3895	1.9469	126.5848
"19473"	"RTP4"	357.8256	171.3312	156.2025
"19474"	"OR7D4"	0	0	0
"19475"	"NCKAP5"	37.037	79.1758	32.8634
"19476"	"NFE2L3"	256.8698	200.2109	385.8403
"19477"	"OR1D4"	0	0	0
"19478"	"BET1"	187.5747	430.275	546.1
"19479"	"ALDH2"	2342.2939	4295.2868	3195.4559
"19480"	"FOXD1"	13.7395	1.6225	4.4629
"19481"	"PLEKHM1P"	624.9881	279.7209	278.0688
"19482"	"INTS9"	317.8017	390.3626	447.1042
"19483"	"SLC25A44"	2711.4695	613.9369	759.5091
"19484"	"TDRKH"	80.0478	353.6951	279.5415
"19485"	"CCDC126"	206.0932	181.7149	268.9928
"19486"	"LOC285194"	0	0	0
"19487"	"KIAA0892"	966.5472	1431.9786	1461.4058
"19488"	"FRMD3"	81.2425	111.3004	157.0139
"19489"	"PSEN2"	375.7467	605.5001	330.2566
"19490"	"AMIGO3"	74.6714	115.8433	122.9334
"19491"	"C10orf76"	515.5317	821.9356	670.2505
"19492"	"CD300A"	78.853	135.6372	212.5976
"19493"	"ZNF48"	145.7587	178.47	156.2025
"19494"	"TSHZ2"	235.3644	216.76	64.9153
"19495"	"SSX2IP"	243.7276	789.811	399.6349
"19496"	"ZNF121"	127.8375	86.3146	35.7034
"19497"	"C12orf69"	4.1816	82.7452	10.143
"19498"	"PCDHAC1"	4.5221	1.6225	32.4252
"19499"	"CCL26"	0.5974	0.649	0.4057
"19500"	"GTPBP4"	2593.7873	739.5149	779.7951
"19501"	"RAD23A"	2551.9713	1955.3825	2360.0771
"19502"	"RASGRF2"	150.5376	212.8661	120.0933
"19503"	"CHP2"	350.0597	351.7482	1.6229
"19504"	"PRTFDC1"	93.7873	120.7106	83.5785
"19505"	"EXOC3L2"	45.4002	99.9432	241.4038
"19506"	"XG"	55.5556	33.7471	7.303
"19507"	"OR6T1"	0	0	0.4057
"19508"	"ZNF101"	89.6057	85.9901	256.0097
"19509"	"MRPL51"	936.0812	868.6623	1426.1081
"19510"	"ASB6"	888.6798	639.9513	641.1604
"19511"	"ZNF560"	0	3.5694	1.2172
"19512"	"ZNF687"	614.325	1086.6034	845.8424
"19513"	"C11orf65"	11.3501	9.738	19.0689
"19514"	"ADAMTS7"	222.2222	68.7921	77.4926
"19515"	"C3orf77"	0	0	0
"19516"	"NEUROD4"	0	0.649	0
"19517"	"CFLAR"	1410.9916	1059.463	1654.1231
"19518"	"ABCC6P2"	1.7921	10.0592	40.1663
"19519"	"MOBKL1B"	868.5783	920.5808	718.5313
"19520"	"LOC150622"	0	1.6225	0
"19521"	"CSDA"	10499.4026	3081.3661	1863.8807
"19522"	"PEBP1"	6320.7885	5856.0883	21990.8713
"19523"	"SLFN12L"	8.9606	13.9531	59.6409
"19524"	"C17orf66"	1.1947	0	1.6229
"19525"	"LOXL4"	41.816	378.032	387.869
"19526"	"IL1RAPL1"	4.1816	2.5959	0.8114
"19527"	"C10orf68"	0.5974	6.1653	13.7945
"19528"	"ZNF259"	1443.2497	505.5569	658.4846
"19529"	"PLDN"	1139.7849	1655.2284	1990.0598
"19530"	"KRT8"	40971.4397	8335.7475	14685.1364
"19531"	"SLITRK2"	12.5448	26.6083	3.6515
"19532"	"UFC1"	1966.5472	1585.4628	1853.7377
"19533"	"FLNC"	2210.8722	11583.0291	309.9706
"19534"	"RRH"	1.1947	0.9735	0.8114
"19535"	"HSFX2"	14.9343	38.2899	26.3718
"19536"	"TACC2"	3387.0968	2558.2867	1372.9587
"19537"	"C8orf76"	304.6595	224.8722	277.9836
"19538"	"NR1I3"	23.6141	7.512	6.8486
"19539"	"PYGL"	8215.0538	678.5106	286.4388
"19540"	"RHOXF2B"	0	0.3245	0
"19541"	"SRD5A3"	489.2115	433.1824	166.6944
"19542"	"MPZL3"	86.6189	89.884	73.0297
"19543"	"OR2T10"	0	0	0
"19544"	"TSSC4"	936.0812	581.4878	733.1372
"19545"	"FGFR1OP2"	682.1983	660.9881	781.8237
"19546"	"SMYD1"	0	0.3245	0
"19547"	"CYC1"	2232.9749	1431.6541	1730.8043
"19548"	"ARFGAP2"	1355.4361	2013.7909	2134.4964
"19549"	"PITX3"	0	0	0
"19550"	"C19orf60"	329.1517	356.2911	733.9487
"19551"	"UGT1A5"	0	0	0
"19552"	"CHST13"	5.3763	6.1653	6.0858
"19553"	"THRSP"	4.779	0.9735	33.6748
"19554"	"ZNF160"	492.2342	715.827	613.8554
"19555"	"PSMD12"	1636.7981	546.1183	519.7282
"19556"	"C9orf11"	0	0.3245	0.8114
"19557"	"TNXB"	4798.2378	1649.7704	1892.2568
"19558"	"KIAA0226"	1100.9558	567.8592	877.1681
"19559"	"ZNF75A"	128.4349	315.4052	408.9664
"19560"	"CYB5R1"	3878.1362	1031.2323	1186.7329
"19561"	"ZDHHC3"	3383.5125	1755.1716	1542.55
"19562"	"C2CD3"	526.8817	775.5334	727.4571
"19563"	"GANAB"	7466.5472	8415.3484	8029.6176
"19564"	"CPNE4"	8.3632	827.7764	0.4057
"19565"	"MAST2"	716.8459	1064.9793	699.4624
"19566"	"HTR6"	0	0.649	2.4343
"19567"	"TRAP1"	1564.7849	1268.2664	1137.3932
"19568"	"FAM171A1"	302.8674	1045.8343	507.5565
"19569"	"ESD"	1374.552	1661.0692	2259.0526
"19570"	"AJAP1"	175.0299	56.7859	31.2405
"19571"	"CYP20A1"	645.1613	1064.6548	753.0175
"19572"	"EXO1"	0.5974	10.7082	35.2977
"19573"	"POLR2L"	990.4421	976.3933	1433.0054
"19574"	"OR1L1"	0	0	0
"19575"	"ARFGAP1"	1397.2521	1077.959	1303.9862
"19576"	"CHCHD6"	114.6953	120.3861	165.1283
"19577"	"APBA2"	75.8662	170.0333	174.4599
"19578"	"ME1"	195.9379	327.7359	235.318
"19579"	"RBM4B"	175.6272	331.6298	414.2408
"19580"	"C1orf111"	0	0.649	0
"19581"	"EDNRB"	1240.7407	637.3002	424.7895
"19582"	"AGER"	78.853	28.5552	317.2736
"19583"	"VWA1"	968.9367	3812.4442	1069.4797
"19584"	"SLC39A5"	0.5974	1.298	2.0286
"19585"	"KIF20B"	22.1027	316.0542	268.1814
"19586"	"KRT6C"	32.8554	18.496	0
"19587"	"MEGF10"	8.9606	55.8124	4.8686
"19588"	"GIYD2"	500.6631	259.1093	691.206
"19589"	"PTPDC1"	73.4767	144.723	165.534
"19590"	"FCRL5"	0.5974	20.4429	776.5493
"19591"	"COL12A1"	6182.7957	2890.2409	628.0556
"19592"	"CCNB1"	51.374	136.9352	442.2355
"19593"	"DDX49"	491.6368	618.8043	754.6404
"19594"	"G6PD"	1015.5317	644.7635	1373.3644
"19595"	"ELAC2"	1077.0609	1129.8775	1377.0159
"19596"	"UCHL1"	126.6428	163.219	141.5965
"19597"	"CA5B"	239.994	413.0283	361.1117
"19598"	"STX6"	1095.5137	825.6997	887.518
"19599"	"GOLIM4"	311.828	1100.0243	619.1297
"19600"	"LETM2"	45.4002	30.1777	44.2236
"19601"	"FAM53A"	7.1685	15.2511	70.1897
"19602"	"EIF3D"	5660.0956	4241.7458	4464.5502
"19603"	"WFDC2"	547.1924	3005.7597	2029.8205
"19604"	"AGBL4"	0	2.2714	10.5487
"19605"	"NAGLU"	646.356	1067.5752	1155.0867
"19606"	"KIAA0907"	1093.19	551.9591	940.0548
"19607"	"LOC643837"	140.3823	190.4762	158.2311
"19608"	"C9orf95"	774.7909	391.9851	832.1331
"19609"	"CHIC2"	338.7097	198.5885	324.1708
"19610"	"OR52B6"	0	0	0.8114
"19611"	"PROZ"	2.3895	0.3245	1.2172
"19612"	"FAR2"	33.4528	66.1962	49.9036
"19613"	"NPIPL3"	673.1362	160.2563	661.1908
"19614"	"DCAF13"	1478.4767	477.8584	565.3717
"19615"	"KIF13B"	2320.1912	2891.5389	1311.6908
"19616"	"TMPRSS12"	0	0	1.2172
"19617"	"NOL6"	4069.2951	1037.0731	751.3947
"19618"	"ROBO4"	246.1171	451.0424	508.368
"19619"	"CKS2"	115.8901	87.6126	223.1464
"19620"	"C1orf85"	700.7168	1892.1068	777.3608
"19621"	"TRIM40"	0	0	0
"19622"	"FBXO25"	364.994	875.8011	515.671
"19623"	"FGF21"	0	0	1.2172
"19624"	"PDPR"	332.4612	1428.9121	1316.9409
"19625"	"MFGE8"	1839.9044	3678.754	1588.3964
"19626"	"ZNF551"	175.0299	202.3947	170.7597
"19627"	"FAM75A5"	4.779	0	0
"19628"	"ALDH3B1"	404.4205	446.1751	261.6898
"19629"	"ITGB3BP"	170.2509	180.417	230.8551
"19630"	"BRMS1"	643.9665	612.6389	878.791
"19631"	"FLJ42393"	0	1.298	0.8114
"19632"	"RPL39L"	14.3369	119.7372	97.373
"19633"	"SH2D6"	3.5842	0	30.0233
"19634"	"AKAP10"	267.6225	593.8184	549.3458
"19635"	"FAM129C"	1.1947	0.9735	279.9473
"19636"	"GPC5"	0	9.7347	3.6515
"19637"	"SNORD16"	0	0	0
"19638"	"CCDC62"	1.7921	3.5694	4.0572
"19639"	"SUB1"	2246.1171	2029.6909	2780.8094
"19640"	"ADCY3"	857.7897	1565.0393	465.8931
"19641"	"ZNF433"	65.1135	130.7699	114.8189
"19642"	"ACP6"	382.9152	314.7562	204.4832
"19643"	"STEAP3"	1120.6691	951.083	266.9642
"19644"	"RPS14"	17416.368	12464.671	18746.7289
"19645"	"MTCH1"	4633.2139	4493.5507	8218.2777
"19646"	"MRPS5"	673.2378	563.6408	874.7337
"19647"	"CCNYL1"	823.178	376.085	580.5863
"19648"	"SNORA11D"	0	0	0
"19649"	"PAPD4"	764.0382	975.0953	1244.3453
"19650"	"OR5AU1"	0	0	0
"19651"	"BTN2A3"	13.1422	42.1838	19.8803
"19652"	"CLPP"	473.7157	543.5223	793.9953
"19653"	"FAM84A"	3013.1422	719.072	58.4238
"19654"	"ARHGEF5"	1001.1947	588.6266	651.5874
"19655"	"VSIG4"	126.0454	200.2109	196.3688
"19656"	"EZR"	77186.3799	10415.8352	10091.49
"19657"	"SLC29A2"	123.0346	166.0712	153.7032
"19658"	"CCDC150"	0.5974	2.2714	6.8973
"19659"	"NARF"	823.7754	624.3206	716.9084
"19660"	"HBS1L"	673.2378	883.2644	836.596
"19661"	"SLC22A12"	0	0	0
"19662"	"FZD7"	1192.951	1785.6737	482.4019
"19663"	"ZMYM6"	465.3823	459.5538	606.2116
"19664"	"PIGO"	768.2198	928.6931	908.4086
"19665"	"TNFAIP8"	524.4922	503.61	1375.393
"19666"	"POLQ"	6.5711	18.1715	59.2352
"19667"	"SPTLC2"	1470.1314	1922.6089	811.4413
"19668"	"KCND2"	16.7264	5.8408	3.2458
"19669"	"CSTL1"	0	0	0
"19670"	"UBXN8"	117.0848	170.3578	253.5754
"19671"	"DYRK3"	310.0358	108.7045	327.8223
"19672"	"DTX4"	1207.8853	921.8788	895.8312
"19673"	"SDHD"	1748.5066	1777.237	2404.7064
"19674"	"CASP2"	312.4253	629.8369	923.4202
"19675"	"BCYRN1"	0	0	0
"19676"	"TMEM20"	38.2318	66.5206	91.2871
"19677"	"MAK"	25.0896	15.9001	21.5032
"19678"	"CDC26"	122.4612	137.2597	161.8217
"19679"	"BTBD11"	287.3357	293.9888	916.523
"19680"	"ZDHHC15"	22.7001	94.1024	109.9503
"19681"	"KLF14"	0.5974	0.649	1.2172
"19682"	"LOC284688"	0	0.3245	0.4057
"19683"	"TMEM217"	129.0502	12.3696	37.1884
"19684"	"FGF11"	52.5687	45.4807	244.2438
"19685"	"IDI2"	130.227	49.6471	47.0636
"19686"	"ALOX15B"	42.4134	3530.4616	144.4366
"19687"	"LRRC49"	299.2832	237.2029	97.7787
"19688"	"LENG9"	174.2234	266.0242	71.066
"19689"	"SEPT3"	1.1947	51.2696	55.178
"19690"	"C17orf50"	11.3501	0.9735	3.2458
"19691"	"CD2AP"	1648.7455	1958.9519	1031.7476
"19692"	"ZNF652"	378.1362	1584.8138	957.095
"19693"	"DPY30"	431.147	470.7131	742.3106
"19694"	"POU5F2"	0	0	0
"19695"	"MAGI2"	259.8566	542.8734	382.1889
"19696"	"LOC643923"	0	0	0
"19697"	"BIRC5"	8.7873	26.0047	69.5811
"19698"	"NCRNA00230B"	2.3895	11.0327	0
"19699"	"PDE8B"	31.6607	1024.0935	2928.8975
"19700"	"TCEAL1"	870.9677	845.6234	480.779
"19701"	"POC5"	46.595	190.8007	208.9461
"19702"	"HRASLS5"	19.1159	74.3084	20.286
"19703"	"BCL7B"	1584.8268	815.1213	1277.2086
"19704"	"SPCS1"	1681.0036	1526.5125	2493.2427
"19705"	"PIP5K1C"	1520.3106	2079.6625	1167.2583
"19706"	"NDUFA4"	1990.4421	2525.1886	3271.7314
"19707"	"LPIN2"	1222.2222	952.381	1313.3178
"19708"	"NMT1"	1695.3405	2290.2572	2173.0399
"19709"	"CRY2"	1605.7348	1916.1191	1868.3436
"19710"	"MYADM"	18835.1254	5613.0445	13083.2742
"19711"	"OR2F1"	0	0	0
"19712"	"TRPV6"	81.8399	1698.3857	35.2977
"19713"	"TAC4"	0	0.3245	1.6229
"19714"	"CD99L2"	743.7276	1291.474	1011.0559
"19715"	"PSMD9"	783.7515	627.5655	940.8662
"19716"	"LOC285830"	24.319	61.0173	68.863
"19717"	"CKMT2"	8.9606	82.4207	31.6462
"19718"	"VPS26B"	628.4349	1677.9427	1118.1661
"19719"	"THAP6"	140.3823	347.8543	452.7843
"19720"	"OBSCN"	927.718	1099.265	1034.9731
"19721"	"FGFR1OP"	114.4444	138.496	312.8512
"19722"	"SIX2"	209.6774	209.2967	7.7087
"19723"	"ALX3"	27.4791	26.9327	29.6176
"19724"	"IGFL1"	7.1685	2.2714	0
"19725"	"SUPT16H"	2461.1708	2794.8406	2299.219
"19726"	"C4orf6"	0	1.9469	0
"19727"	"POLR1E"	537.037	532.1652	454.8129
"19728"	"TSPAN18"	353.0466	1252.2106	475.0989
"19729"	"BEND5"	29.2712	140.8291	162.2883
"19730"	"LOC647946"	0	3.8939	0.8114
"19731"	"DRAP1"	1499.4026	769.6925	2296.7847
"19732"	"LOC652276"	69.2951	63.2757	39.7606
"19733"	"APPL2"	517.9211	1409.9132	650.7759
"19734"	"GPR20"	2.3895	22.0654	1.6229
"19735"	"CXorf61"	0	0	0
"19736"	"IRAK2"	2069.8925	260.8907	224.7692
"19737"	"ZNF529"	403.8232	297.8827	446.2927
"19738"	"CNFN"	16.7264	58.4084	11.7659
"19739"	"KLHL20"	321.3859	534.4366	413.8351
"19740"	"NOL3"	203.7037	441.9567	428.441
"19741"	"DSTYK"	353.0466	872.8807	645.9073
"19742"	"ENAM"	0.5974	2.5959	1.2172
"19743"	"GTF2I"	2534.0502	2730.2669	3233.188
"19744"	"THBS3"	640.9797	350.5086	502.6676
"19745"	"RELL2"	21.8339	44.8446	76.4824
"19746"	"UNC5B"	3159.4982	2104.9728	466.173
"19747"	"TIMM13"	740.1434	656.4452	955.8779
"19748"	"SYT4"	1.1947	37.641	0.4057
"19749"	"YTHDC1"	1833.9307	2090.0462	2314.2307
"19750"	"MARCH7"	2004.779	1997.8908	1668.3234
"19751"	"BAG2"	461.1708	681.7555	408.155
"19752"	"SYNRG"	1029.2712	1575.0791	1481.6919
"19753"	"GNG5"	1709.08	1043.2384	1585.5563
"19754"	"PLA2G7"	31.0633	291.7174	469.8245
"19755"	"LINGO1"	7.1685	35.045	38.1377
"19756"	"SLC3A2"	3689.3668	2229.5774	2899.2798
"19757"	"C9orf109"	0	5.5163	11.3602
"19758"	"ZSCAN20"	21.5054	81.4472	43.0064
"19759"	"RBMXL3"	0	0	0
"19760"	"GUCY2C"	0.5974	2.2714	4.8686
"19761"	"WDR53"	114.6953	111.3004	152.551
"19762"	"DBF4B"	59.1398	100.9167	185.0086
"19763"	"OPN1MW"	0	0	0
"19764"	"MAGEB18"	0	0	0
"19765"	"FAM133A"	1.1947	3.2449	4.4629
"19766"	"TK2"	479.092	834.9152	985.9012
"19767"	"TRIM37"	411.5054	666.274	635.322
"19768"	"FAM50B"	63.9188	214.813	429.2525
"19769"	"ACAP1"	203.1063	138.8821	1212.2933
"19770"	"ST7L"	157.1087	485.114	282.3816
"19771"	"LRRC7"	2.9869	10.3837	167.9684
"19772"	"ANXA2"	21065.7109	9725.6429	7459.5801
"19773"	"CLDN25"	0.5974	0.3245	0
"19774"	"CYB561D1"	143.3692	344.9339	483.619
"19775"	"ZNF880"	98.5663	308.2664	107.9217
"19776"	"CXorf50B"	5.3763	4.8674	22.3146
"19777"	"CORO6"	154.7192	31.4756	1020.3875
"19778"	"IFITM5"	0.5974	0	0
"19779"	"TBL1X"	1461.7682	2492.7395	1188.3558
"19780"	"ZBTB38"	1816.6069	2629.9992	1991.6827
"19781"	"PUS7L"	60.9319	260.5662	165.1283
"19782"	"TM9SF3"	6206.0932	9210.0268	4243.0267
"19783"	"PLK2"	3250.8961	962.4402	496.1964
"19784"	"UTS2D"	0	3.5694	13.3888
"19785"	"ECT2L"	2.9869	7.4633	7.7087
"19786"	"TTC9C"	148.1481	219.0314	279.5415
"19787"	"DGCR6L"	444.4444	629.8369	1118.5719
"19788"	"NFATC3"	363.7993	962.4402	544.0714
"19789"	"C3orf15"	13.1422	120.0617	385.4346
"19790"	"ZNF703"	337.5149	345.5829	140.7851
"19791"	"TAAR6"	0	0	0
"19792"	"CLCA4"	21083.0346	841.7295	0
"19793"	"MOBKL3"	940.2628	995.5382	769.6521
"19794"	"C2orf50"	4.779	5.1919	3.6515
"19795"	"CYP26C1"	0	0.9735	2.84
"19796"	"C20orf151"	20.3106	128.8229	131.4535
"19797"	"BCAS1"	4044.8029	2149.7526	9.3316
"19798"	"BCAR1"	5166.0693	1529.9749	976.5696
"19799"	"UCHL5"	292.4671	408.943	336.4925
"19800"	"C2orf27A"	10.1553	17.198	13.7945
"19801"	"STRN"	309.4385	443.2546	152.551
"19802"	"LOC441455"	2.9869	1.9469	13.3888
"19803"	"MDH1"	1676.822	1749.9797	2090.6786
"19804"	"FUBP1"	2055.5556	1439.4419	1738.1073
"19805"	"MT1X"	568.6977	983.5321	2766.6092
"19806"	"GNG12"	2853.644	3275.0872	2240.3895
"19807"	"POTEE"	2.3895	6.1653	11.3602
"19808"	"EAF2"	45.9976	181.066	254.3869
"19809"	"QPCT"	931.3023	244.3417	193.9345
"19810"	"MTMR15"	285.1553	870.4924	589.6622
"19811"	"DENND1A"	395.46	692.7882	667.0048
"19812"	"RPL23AP32"	1.1947	0.3245	0.4057
"19813"	"ALPK3"	199.5221	151.8618	208.1347
"19814"	"MYH1"	0	0.3245	0
"19815"	"KLHL35"	2.9869	10.7082	40.5721
"19816"	"MEIS3"	102.1505	218.0579	32.4577
"19817"	"FAM27L"	0	0	0
"19818"	"TRAM2"	571.6846	927.0707	1586.3678
"19819"	"GAD2"	0	0.3245	0
"19820"	"SH3RF1"	1587.8136	1165.896	996.0442
"19821"	"LRBA"	1973.7157	2981.7474	1611.9282
"19822"	"IFNAR2"	689.7431	525.1172	553.4233
"19823"	"SLC6A5"	0	0	0
"19824"	"NGEF"	58.5424	34.396	10.9545
"19825"	"RIC8A"	1569.5639	1720.344	1784.8828
"19826"	"PLN"	135.6033	541.2509	44.2236
"19827"	"BTG1"	9288.5305	3647.9273	5694.2895
"19828"	"C6orf106"	2615.2927	2681.5933	2914.2915
"19829"	"SIRPA"	682.7957	1088.9916	721.7771
"19830"	"C20orf117"	121.8638	825.1805	345.674
"19831"	"LRTOMT"	106.7085	301.8318	288.5161
"19832"	"MAP7D1"	3682.7957	2346.0696	3480.2718
"19833"	"SLC26A7"	10.7527	7.1388	12677.5413
"19834"	"TARP"	35.2449	1834.6719	71.4068
"19835"	"C1orf157"	0	0	0
"19836"	"NID1"	2420.233	2037.4884	510.3844
"19837"	"CHPF2"	2071.0872	1246.6942	1018.7646
"19838"	"GJD4"	0	0.3245	0
"19839"	"C10orf93"	0.5974	1.9469	32.0519
"19840"	"MARCKSL1"	2848.2676	1924.2314	5316.1578
"19841"	"WEE1"	10192.951	1395.6356	1782.3309
"19842"	"EFNB1"	4409.1995	1050.0527	468.6074
"19843"	"CAPRIN1"	5209.08	5360.2661	3471.7517
"19844"	"KIF2A"	797.491	689.5433	380.9717
"19845"	"SEPT5"	159.4982	337.1461	404.5035
"19846"	"MOBKL1A"	707.8853	874.1786	900.6999
"19847"	"LHFPL1"	4.1816	8.1123	9.3316
"19848"	"CST5"	0	0.9735	0
"19849"	"WDTC1"	1461.1708	2539.7907	2270.4128
"19850"	"FAM7A2"	2.9869	4.8674	8.1144
"19851"	"C12orf47"	182.7957	257.4187	317.4237
"19852"	"MCART2"	7.1685	5.1919	1.6229
"19853"	"CCDC109B"	103.9427	108.7045	362.7143
"19854"	"PAX6"	33.4528	55.8124	34.4863
"19855"	"COX8A"	1790.3226	1795.084	2795.4154
"19856"	"SNRPB2"	734.1697	569.1571	978.5982
"19857"	"CSRP1"	8665.4719	23108.9478	8165.9398
"19858"	"NMS"	0	0	0
"19859"	"ANXA1"	30658.9008	4415.3484	13526.7268
"19860"	"LOC400657"	69.2951	196.6415	284.8159
"19861"	"SCGB1A1"	0	3874.422	0
"19862"	"LLGL1"	805.2569	1036.0996	609.3924
"19863"	"TBKBP1"	241.9355	337.4706	346.8912
"19864"	"FGFBP1"	490.4421	146.6699	88.0414
"19865"	"JAKMIP2"	10.1553	103.1881	29.2119
"19866"	"PRMT7"	439.0681	486.4119	591.135
"19867"	"ENTPD4"	762.2461	675.9147	483.2133
"19868"	"EXTL3"	998.8053	1226.5758	697.0281
"19869"	"C17orf61"	402.3775	426.7932	491.9282
"19870"	"ZIC2"	2.9869	0.9735	0
"19871"	"DRAM2"	929.5102	680.133	993.2042
"19872"	"HDHD3"	493.4289	384.1973	669.4391
"19873"	"C7orf43"	434.2891	261.5397	426.8181
"19874"	"SNORD53"	0	0	0
"19875"	"TCEAL5"	33.4528	61.9778	66.5382
"19876"	"ZNF610"	5.3763	117.1412	88.4471
"19877"	"NELF"	1243.7276	940.0503	824.4244
"19878"	"SLC9A6"	338.7097	393.283	479.5618
"19879"	"SMARCAD1"	341.0992	873.8541	788.721
"19880"	"WDR18"	431.8996	634.7043	505.1222
"19881"	"PCDHB16"	84.2294	94.4269	83.5785
"19882"	"EFTUD1"	918.7575	630.8104	408.155
"19883"	"IBTK"	1878.7336	1539.7096	1100.7202
"19884"	"FBXL14"	665.4719	766.7721	862.9678
"19885"	"PSG2"	0	0	0
"19886"	"SPON1"	2617.6822	997.8097	55.5837
"19887"	"KDM5B"	2593.7873	1912.8742	1115.7318
"19888"	"RNF17"	0	0	0.4057
"19889"	"LOC145474"	0	0.3245	0
