"GENE"	"TCGA_bladder"	"TCGA_prostate"	"TCGA_thyroid"
"19890"	"FAM194A"	1.7921	2.2714	2.0286
"19891"	"TRDN"	0	1.298	0
"19892"	"C4orf27"	131.4217	291.3929	402.0692
"19893"	"NOLC1"	5108.7216	2349.9635	2112.9932
"19894"	"C2orf3"	298.6858	461.4261	459.2758
"19895"	"BDKRB1"	614.6953	7.1388	10.5487
"19896"	"SFRS11"	3512.5448	2085.1789	4293.7418
"19897"	"EPT1"	1085.4002	877.7286	569.575
"19898"	"ASL"	632.6165	543.8468	615.4782
"19899"	"ATRN"	1301.0753	2070.2523	1984.3798
"19900"	"WDR67"	23.8949	102.8636	123.3391
"19901"	"PFDN6"	290.3226	292.0419	499.0364
"19902"	"TACR1"	99.1637	183.3374	27.1833
"19903"	"C6orf130"	118.2497	431.852	619.4381
"19904"	"C15orf29"	450.4182	280.0357	299.8276
"19905"	"NIPBL"	1851.8519	2695.8709	1884.9782
"19906"	"BCAS2"	1191.4636	703.6002	877.2168
"19907"	"RSPO1"	22.1027	95.0758	4.8686
"19908"	"HNRNPA0"	6983.871	3784.2135	4535.1456
"19909"	"RACGAP1"	75.8662	188.8537	220.712
"19910"	"OR2W1"	0	0	0
"19911"	"C20orf72"	231.7802	274.1949	494.5735
"19912"	"NCRNA00189"	1.1947	2.5959	0.8114
"19913"	"TLR8"	13.7395	90.2085	57.2066
"19914"	"GTF3C1"	1966.5472	3938.6712	2639.6186
"19915"	"CSGALNACT1"	722.8196	1758.092	2558.0688
"19916"	"THOC1"	382.3178	282.6316	525.814
"19917"	"ST8SIA6"	0	20.4429	2.4343
"19918"	"RHBDF2"	519.7133	325.1399	807.7898
"19919"	"CTSG"	10.7527	130.4454	0.8114
"19920"	"NACC1"	2482.6762	1175.6307	971.2953
"19921"	"OR4D9"	0	0	0
"19922"	"CPB1"	1.1947	50.9451	0
"19923"	"ATP6V0C"	3624.2533	2281.8204	2935.4701
"19924"	"DND1"	121.3262	61.6143	63.7712
"19925"	"ASB18"	0	0	0
"19926"	"ALDH16A1"	655.914	493.5507	778.1722
"19927"	"PER3"	559.7372	2070.9013	773.9
"19928"	"SNORD114-10"	0	0	0
"19929"	"IRS2"	658.9008	1287.5801	706.3597
"19930"	"RUSC2"	659.4982	1138.3143	948.5749
"19931"	"SUV39H2"	133.8112	177.1721	115.2247
"19932"	"SNORD114-28"	0	0	0
"19933"	"FLJ40330"	0	4.2184	431.2811
"19934"	"SLC35B3"	378.7336	486.0875	536.7684
"19935"	"BRSK2"	5.9737	14.2776	2.0286
"19936"	"SNORD8"	0	0	0
"19937"	"LOC146880"	601.4158	202.1481	382.8502
"19938"	"B3GAT1"	59.1398	316.3787	251.9525
"19939"	"ICA1"	1417.5627	591.8715	342.834
"19940"	"DEFB130"	0	0	0
"19941"	"F3"	6332.1386	4001.298	497.4135
"19942"	"CDH5"	872.1625	793.7049	1268.2828
"19943"	"PLA2G2A"	165.4719	1933.9661	36.5149
"19944"	"DCTPP1"	425.9259	562.6641	515.671
"19945"	"C11orf68"	749.7013	873.5297	1119.3833
"19946"	"C9orf80"	176.822	224.5477	225.9864
"19947"	"CCR10"	5.3763	14.6021	19.8803
"19948"	"SERPINA12"	0	0	0
"19949"	"ROBO2"	44.8029	183.3374	12.1716
"19950"	"SGCE"	683.9904	478.2997	592.7579
"19951"	"COG4"	879.3309	1216.5166	1287.7574
"19952"	"C3orf1"	789.7252	1024.4179	1170.5041
"19953"	"ASXL3"	9.5579	76.9044	48.2808
"19954"	"MTSS1"	1150.5376	663.2563	618.3183
"19955"	"TAF2"	696.5352	692.7882	625.2155
"19956"	"BTC"	28.0765	46.7267	64.1039
"19957"	"DCAF8L2"	0	0	0
"19958"	"ASPG"	25.687	3.8939	23.9375
"19959"	"POLR2A"	6565.7109	5682.4856	6388.8833
"19960"	"GPR63"	5.9737	32.4491	8.9259
"19961"	"C14orf93"	109.9164	248.5601	317.2736
"19962"	"LIPT1"	76.4636	178.9665	218.8904
"19963"	"ZNF564"	111.7085	271.904	268.9928
"19964"	"AMICA1"	376.9415	269.3275	632.5185
"19965"	"UBR4"	5497.6105	4919.6074	3228.3193
"19966"	"UBE2I"	2356.6308	1467.3481	1852.5205
"19967"	"ANKRD36"	133.2139	121.0351	249.9239
"19968"	"MDGA1"	189.3668	374.7871	202.4546
"19969"	"FBL"	3062.1266	2027.744	2272.4414
"19970"	"GHDC"	796.2963	903.3828	1266.6599
"19971"	"PAGE2B"	0	0.3245	0
"19972"	"CRTAC1"	19507.1625	225.8457	83.9842
"19973"	"COL6A2"	20059.1398	12904.3563	4675.9306
"19974"	"CDON"	120.6691	365.7013	1281.6716
"19975"	"SECISBP2"	1132.0191	953.6789	1559.9959
"19976"	"ZBTB44"	1008.3632	1753.2246	1401.3592
"19977"	"ASH2L"	647.5508	1041.2915	934.7804
"19978"	"CNBP"	6756.8698	7169.6276	8359.4685
"19979"	"LOC93622"	189.9642	320.5971	287.6559
"19980"	"CHRNA5"	36.4397	59.3818	6.4915
"19981"	"BET3L"	0.5974	0.649	1.6229
"19982"	"FGF3"	0	0	0
"19983"	"TRAPPC2P1"	178.5842	120.1103	182.6352
"19984"	"SERPINH1"	2330.9438	2154.2954	1733.6444
"19985"	"ATG4A"	237.1565	230.7131	395.1719
"19986"	"PRDM1"	3738.3513	428.3281	1086.1142
"19987"	"SGK3"	148.9427	779.6187	584.4568
"19988"	"LOC100130331"	11.9474	1.9469	18.2574
"19989"	"SNORD114-9"	0	0	0
"19990"	"RPL13"	23132.0191	16271.5989	23690.8409
"19991"	"SLC6A13"	0	1.298	96.9672
"19992"	"RIN3"	316.0096	552.9326	558.6774
"19993"	"LMBRD1"	1771.8041	1569.8872	2163.7083
"19994"	"GPR116"	807.049	769.6925	1118.5719
"19995"	"SUCLA2"	528.7037	926.7462	907.3131
"19996"	"EIF4E2"	1140.3823	987.7505	1201.7446
"19997"	"ZNF541"	4.1816	7.7878	19.0689
"19998"	"SNORD114-12"	0	0	0
"19999"	"DENND1B"	54.9582	182.3639	74.2469
"20000"	"CASK"	759.8566	878.7215	612.2325
"20001"	"SST"	2.3895	12.6551	0.4057
"20002"	"LOC100132215"	5.9737	4.2184	30.8348
"20003"	"NME2"	5696.4038	3584.2914	4450.7962
"20004"	"DDX5"	32745.5197	11188.1236	17875.6466
"20005"	"PTPRU"	2268.8172	2310.3756	321.3308
"20006"	"PBX3"	222.2222	1088.3427	1075.1598
"20007"	"RAB14"	3537.6344	2992.1311	2477.3304
"20008"	"GOLGA9P"	0.5974	2.2714	13.7945
"20009"	"C18orf34"	11.9474	45.1042	10.143
"20010"	"HMGN3"	833.3274	720.6295	1972.1473
"20011"	"DUXA"	0	0	0
"20012"	"PPP1CB"	6960.7407	9441.8171	4896.03
"20013"	"DYNLRB1"	1405.6153	1420.9459	2119.079
"20014"	"WWP1"	1107.5269	2014.7643	1209.859
"20015"	"NUDCD2"	191.1589	325.1399	381.7831
"20016"	"FGF9"	84.2294	11.6817	8.9259
"20017"	"C2orf7"	205.4958	250.8315	319.3022
"20018"	"PHF13"	1020.3106	717.774	505.9337
"20019"	"KCNK16"	0	0	3.6515
"20020"	"HIST1H1A"	0	0	0.8114
"20021"	"PMS2L1"	165.3584	190.2945	249.3356
"20022"	"BIRC8"	0	0	0
"20023"	"APOL3"	313.0227	830.6968	1092.2
"20024"	"FAM104B"	99.7611	164.1924	204.8889
"20025"	"SUCLG2"	1366.1888	1398.2315	1111.6746
"20026"	"IFNGR2"	3872.1625	1682.4856	2046.8607
"20027"	"CLDN4"	81789.7252	13087.0447	10157.6225
"20028"	"C19orf25"	232.3775	362.7809	706.3597
"20029"	"COMT"	2170.2509	2049.1604	1375.7988
"20030"	"MMAB"	304.0621	680.133	693.7823
"20031"	"PCDHB15"	75.8662	110.6514	50.7151
"20032"	"RPS27"	1568.1004	739.5149	1442.337
"20033"	"RPL23P8"	266.4277	82.0962	160.2597
"20034"	"BBS5"	163.6798	226.7251	359.4685
"20035"	"AGT"	173.8351	178.7945	150.5224
"20036"	"C15orf41"	238.3513	276.1418	90.07
"20037"	"GNB1"	7851.2545	7026.5271	6203.8746
"20038"	"HNF4G"	14.9343	111.6249	1.2172
"20039"	"SLC25A43"	220.4301	183.3374	287.6559
"20040"	"SNX18"	937.276	1065.3038	1040.2678
"20041"	"TRUB2"	373.3572	428.3281	432.0925
"20042"	"GSG1L"	8.9606	4.5429	3.2458
"20043"	"THOC7"	656.5114	557.4755	645.5016
"20044"	"ZNF780A"	87.8136	327.7359	357.0342
"20045"	"TRPM2"	68.6977	150.5638	161.0711
"20046"	"STAT5A"	790.92	945.8911	1252.4597
"20047"	"UBE2C"	5.3763	24.0123	165.1283
"20048"	"AMELY"	0.5974	0.9735	0
"20049"	"TP53TG5"	0.7706	0	0
"20050"	"FAM47C"	0	0.3245	0.4057
"20051"	"LRRC46"	1.7921	9.7347	55.5837
"20052"	"SBNO1"	375.1493	814.7968	414.2408
"20053"	"GPA33"	0.5974	8.1123	23.1261
"20054"	"TBC1D3P2"	0.5974	0	0
"20055"	"SERPINB9"	710.8722	476.6772	973.7296
"20056"	"C16orf53"	582.5627	823.7592	1209.7089
"20057"	"PLCZ1"	0	0	0.4057
"20058"	"HYAL1"	68.1004	97.0228	58.8295
"20059"	"CYP4F2"	12.5448	85.9901	0
"20060"	"TAS1R3"	12.5448	9.4102	60.4524
"20061"	"RASGEF1A"	16.7264	69.7656	161.4768
"20062"	"ZNF33B"	300.4779	1169.7899	1224.465
"20063"	"CLEC4M"	0	4.2184	1.2172
"20064"	"SNORD114-11"	0	0	0
"20065"	"DCHS2"	17.3238	65.5472	4.4629
"20066"	"CEACAM20"	0	121.0351	0
"20067"	"ZNF684"	11.3501	56.1369	79.927
"20068"	"FAM180B"	11.3501	0	23.5318
"20069"	"FAM43A"	1173.2378	390.3626	465.3616
"20070"	"B4GALNT3"	331.5412	233.309	54.3666
"20071"	"NR2F6"	923.5364	652.8758	693.7823
"20072"	"C6orf108"	201.9116	366.3503	567.6032
"20073"	"PDCD10"	587.2162	522.1059	637.7929
"20074"	"SULT1A1"	160.693	136.2862	965.6152
"20075"	"SNHG8"	740.1434	838.8091	986.3069
"20076"	"KCNU1"	0	0.649	0
"20077"	"OR5M1"	0	0	0
"20078"	"NOS1"	0.5974	77.2288	0
"20079"	"MRPS6"	658.0645	397.4884	1397.6225
"20080"	"HAPLN1"	26.8817	56.7859	7.7087
"20081"	"HPR"	1.7921	0.649	0
"20082"	"XAB2"	1306.4516	1278.4944	1396.4905
"20083"	"DKFZP434H168"	0	0	0
"20084"	"TTC31"	298.0884	392.6341	554.6201
"20085"	"APAF1"	338.1123	634.3798	548.5343
"20086"	"LOC541471"	64.5161	38.6144	221.9292
"20087"	"PSCA"	3559.1398	671.6963	2.84
"20088"	"LOC100132832"	9.1039	5.0815	11.847
"20089"	"PICALM"	5760.454	3386.0631	2732.5287
"20090"	"SYK"	1149.9403	779.1028	3472.5631
"20091"	"CBWD2"	785.5436	318.3256	935.9976
"20092"	"NEDD4L"	4756.8698	4784.9436	715.2855
"20093"	"GNG3"	1.1947	0.3245	3.2458
"20094"	"USH2A"	4.779	3.8939	1.6229
"20095"	"SNORD116-24"	0	0	0
"20096"	"SNX27"	795.3405	1420.8161	709.0212
"20097"	"MOBKL2B"	141.5771	448.122	390.709
"20098"	"GRM1"	0	3.2449	8.9259
"20099"	"ACOT7"	235.3644	274.5193	352.1655
"20100"	"ZAK"	1434.2891	3488.255	955.8779
"20101"	"RNASE3"	0	0.3245	0
"20102"	"CCL13"	14.3369	13.6286	30.0233
"20103"	"RAB25"	2568.6977	1049.7282	982.6554
"20104"	"KLHL18"	777.7778	403.9912	506.7451
"20105"	"DDB1"	6460.5735	7612.5578	4949.3863
"20106"	"HAVCR2"	154.1219	143.1005	328.228
"20107"	"NLRP9"	3.5842	38.9389	4.0572
"20108"	"WBSCR26"	11.3501	6.8143	12.9831
"20109"	"TMED8"	144.5639	384.5218	614.6668
"20110"	"REXO4"	455.7945	504.9079	617.5068
"20111"	"C15orf32"	0	0	0
"20112"	"FAM123A"	0	0.9735	4.0572
"20113"	"LGALS9"	884.7073	617.8308	820.3672
"20114"	"ACO2"	4393.4229	2458.0969	2774.4842
"20115"	"OSGEPL1"	25.687	122.9821	173.2427
"20116"	"ANKHD1-EIF4EBP3"	1237.5448	1431.547	753.9142
"20117"	"SCEL"	0.5974	4.2184	31.2405
"20118"	"CMTM3"	1185.7826	547.4162	668.6276
"20119"	"RPS26P11"	0	1.298	2.4343
"20120"	"VGLL1"	620.6691	170.0333	0
"20121"	"UGT1A9"	471.0514	14.3912	0
"20122"	"CTSF"	1525.687	1796.0574	1412.3136
"20123"	"SORBS2"	583.632	2643.3033	5304.7976
"20124"	"EIF2S2"	1841.6965	1087.0447	1265.8485
"20125"	"SLC7A5P1"	5.675	2.9594	3.1606
"20126"	"PITPNB"	2486.8578	1221.384	1090.9829
"20127"	"HDAC5"	2433.0944	2053.3788	2290.2931
"20128"	"CEACAM18"	0	0	0
"20129"	"LOC647288"	13.7395	15.2511	10.143
"20130"	"LOC644172"	22.1027	31.8001	14.2002
"20131"	"MYLK3"	0.5974	14.6021	4.8686
"20132"	"COL25A1"	8.9606	14.2776	56.8009
"20133"	"APRT"	1463.5603	1164.9225	1656.5575
"20134"	"C14orf109"	255.0777	350.7747	347.7026
"20135"	"RABEPK"	333.3333	310.2134	324.9822
"20136"	"LOC100134868"	2.9869	4.2184	5.2744
"20137"	"CDC42SE1"	6155.0358	2511.8131	2498.6104
"20138"	"HTR3B"	0	0	0.4057
"20139"	"FAM161B"	47.1924	376.6951	122.8198
"20140"	"CD1D"	23.8949	52.892	107.1103
"20141"	"SLC39A10"	295.1016	1230.7942	1417.588
"20142"	"TMC5"	8.3632	1531.5973	68.1611
"20143"	"TREM1"	28.6738	20.1184	28.8062
"20144"	"SAMD4A"	2825.5675	885.5358	625.2155
"20145"	"FUT4"	161.7981	209.8678	209.6156
"20146"	"CCDC106"	179.2115	236.8784	429.2525
"20147"	"HSD3B7"	202.509	268.6785	213.4091
"20148"	"PRDM5"	42.4134	170.3578	88.8528
"20149"	"LOC100132354"	1.1947	0.3245	8.9259
"20150"	"OR4S1"	0	0	0
"20151"	"KDELR3"	118.2796	366.9993	142.408
"20152"	"OGN"	814.8148	1925.2048	118.0647
"20153"	"FAM19A4"	0	8.7613	0.4057
"20154"	"C6orf192"	341.0992	347.5298	389.0861
"20155"	"PNLIPRP2"	0	0	0
"20156"	"VEGFC"	290.92	126.876	867.8365
"20157"	"H2AFY2"	539.4265	547.0917	353.7884
"20158"	"OR2D2"	0	0	0
"20159"	"AGFG2"	336.9176	863.4704	593.1636
"20160"	"CLDN19"	0.5974	6.1653	1.2172
"20161"	"TMEFF2"	16.7264	1620.5078	0.4057
"20162"	"NLN"	145.7587	225.5212	165.9398
"20163"	"DNAJB14"	393.0705	507.8283	371.2344
"20164"	"LOC100144603"	1.7921	2.5959	10.143
"20165"	"OSTF1"	1437.8734	823.2336	968.0495
"20166"	"COQ5"	164.2772	398.7994	614.6668
"20167"	"CANT1"	1151.135	4366.9993	854.4477
"20168"	"NAALADL2"	427.1207	513.9937	31.2405
"20169"	"OR51V1"	0	0	0
"20170"	"SP9"	0	0	0
"20171"	"SLC25A24"	1532.8554	978.3402	677.1478
"20172"	"NET1"	6192.3536	3290.0138	1150.6238
"20173"	"NTM"	117.0848	25.6348	6.0858
"20174"	"PCLO"	90.8005	652.5513	296.1761
"20175"	"EMILIN1"	2758.6619	4045.7532	571.6604
"20176"	"SERINC3"	2261.0514	3121.2785	1861.4464
"20177"	"RRN3P1"	105.1374	50.9451	167.1569
"20178"	"PRR5L"	78.2557	112.5984	277.5129
"20179"	"CDKN2BAS"	3.626	1.6225	4.4629
"20180"	"GRK6"	798.6858	684.3514	1429.7596
"20181"	"ADAMTS3"	19.1159	94.1024	73.0297
"20182"	"NDFIP2"	4403.8232	1347.2864	633.33
"20183"	"LOC401052"	5.9737	21.7409	94.1272
"20184"	"NEK8"	137.3955	150.8883	266.5585
"20185"	"C11orf53"	75.2688	2.9204	0
"20186"	"C1QTNF4"	5.9737	22.7144	19.8803
"20187"	"NEUROD2"	1.1947	0	0
"20188"	"SPIN3"	172.043	292.0419	242.2152
"20189"	"IL22"	1.7921	0	0
"20190"	"BBX"	1336.3202	3655.3906	1643.5744
"20191"	"GLT6D1"	0	0	0
"20192"	"COMMD10"	192.3536	355.6421	466.5788
"20193"	"DDX59"	268.2198	361.1584	516.8881
"20194"	"FLI1"	168.4588	483.816	916.9287
"20195"	"TMEM5"	230.5854	270.301	391.1147
"20196"	"ZNF789"	64.5161	74.3084	127.3963
"20197"	"RNASE1"	879.9283	1482.9237	903.9456
"20198"	"SCUBE2"	6170.2509	9811.633	340.8054
"20199"	"HEXA"	1548.638	1666.2967	2850.3824
"20200"	"WBSCR27"	28.6738	121.6841	88.4471
"20201"	"ATF4"	7853.0466	4346.5563	6584.0349
"20202"	"NOX5"	4.779	34.0813	17.8558
"20203"	"ASH1L"	1570.8781	3647.4698	1844.0815
"20204"	"ZNF337"	627.7718	384.5737	569.1693
"20205"	"RUFY1"	630.8244	1033.1792	1328.3294
"20206"	"SNORD115-40"	0	0	0
"20207"	"SPATA2L"	1047.1924	230.7131	385.4346
"20208"	"C5orf47"	0	0.3245	4.0572
"20209"	"LOC415056"	0.5974	0	0
"20210"	"NAA40"	293.9068	291.3929	692.9709
"20211"	"FTSJ2"	506.5711	462.0751	530.6826
"20212"	"AGTR1"	81.2425	63.2757	22.3146
"20213"	"FLT4"	103.9427	337.4706	961.1522
"20214"	"ALKBH7"	689.9642	708.6882	1406.2278
"20215"	"ZCCHC2"	594.3847	602.3006	379.856
"20216"	"RIMBP2"	17.3238	128.8229	15.0117
"20217"	"TECR"	1251.4934	1328.7905	1744.5988
"20218"	"ICK"	288.5305	1210.6758	456.03
"20219"	"TBC1D22A"	316.0096	386.1442	615.4782
"20220"	"ACY3"	1.1947	19.145	53.5551
"20221"	"DPP9"	1421.147	1006.8954	1075.1598
"20222"	"DUS3L"	577.6583	358.887	577.7462
"20223"	"SNORA69"	0	0	0
"20224"	"AGPAT1"	1432.1864	1731.0002	1814.6181
"20225"	"PPM1L"	78.853	287.499	88.8528
"20226"	"ANKRD45"	1.7921	24.9858	10.9545
"20227"	"RPL14"	11024.4922	6279.2245	8139.1622
"20228"	"PELP1"	1308.2437	1210.0268	1310.4777
"20229"	"RHO"	0	0.649	2.0286
"20230"	"THEM4"	284.9462	228.7661	438.584
"20231"	"MRPS23"	357.8256	589.6001	779.7951
"20232"	"C16orf80"	455.1971	466.2935	783.0409
"20233"	"PC"	155.3166	509.7753	286.8445
"20234"	"PLCXD2"	38.2318	36.0185	191.9059
"20235"	"SH3TC2"	152.9271	71.7125	6.0858
"20236"	"NAP1L5"	198.9247	211.5681	339.1825
"20237"	"NCRNA00176"	12.5448	4.8674	22.3146
"20238"	"DAOA"	0	0	0
"20239"	"PGBD4"	34.0502	40.2369	34.892
"20240"	"FRMD7"	0	12.0062	0
"20241"	"CDK8"	185.1852	179.768	120.499
"20242"	"TUBA1B"	10802.6762	7978.2526	7874.7987
"20243"	"TSPAN33"	554.9582	448.771	817.9329
"20244"	"SIN3A"	1440.2628	2402.2065	2013.9974
"20245"	"KCNH5"	8.9606	1.9469	0
"20246"	"SLC39A3"	287.9331	340.391	576.1233
"20247"	"HAO2"	0.5974	0	0.8114
"20248"	"SNORD114-22"	0	0	0
"20249"	"SLC7A13"	0	0.9735	0
"20250"	"GFRA1"	748.5066	621.7247	367.9886
"20251"	"BOLA1"	41.2186	189.1782	284.8159
"20252"	"LOC285627"	0	0	0
"20253"	"C11orf45"	21.5054	96.6983	64.1039
"20254"	"TMEM149"	82.8017	97.6069	319.9959
"20255"	"NOL11"	1053.7634	762.8782	781.418
"20256"	"LOC285359"	54.9582	38.2899	90.07
"20257"	"PVT1"	51.9713	33.0981	71.4068
"20258"	"RIOK2"	412.1864	412.7525	459.2758
"20259"	"SGCB"	695.9379	1260.9719	445.0756
"20260"	"POMP"	1454.0024	838.4846	1214.3219
"20261"	"NUS1"	1558.5424	1365.7824	1598.9451
"20262"	"PATE1"	0	1589.6812	0
"20263"	"CDK20"	115.8901	214.813	266.5585
"20264"	"SRRM2"	21070.4898	15438.3062	12268.5871
"20265"	"SLC6A16"	19.1159	47.7002	49.0922
"20266"	"LPAR5"	83.0346	138.8821	295.7704
"20267"	"CALHM1"	0	0.3245	0
"20268"	"TBCE"	160.5197	212.415	529.3884
"20269"	"GIMAP6"	262.8435	686.6229	1153.4638
"20270"	"PTPRC"	868.5783	1289.8515	6854.6506
"20271"	"CLDND2"	1.7921	5.1919	10.143
"20272"	"CIAPIN1"	719.8327	457.2078	556.6487
"20273"	"ANKRD42"	427.1207	313.7828	379.7545
"20274"	"PRSSL1"	2.3895	0	1.6229
"20275"	"SLC1A1"	312.4253	306.644	1197.6874
"20276"	"OR10G4"	0	0	0.4057
"20277"	"C6"	1.7921	1.6225	57.2066
"20278"	"ZC3H6"	118.8769	545.4693	632.1128
"20279"	"BTBD19"	137.9928	24.3368	68.9725
"20280"	"C4orf45"	0	0	0
"20281"	"RBMS1"	2905.6153	1588.7077	1282.8887
"20282"	"GM2A"	2431.3023	2275.6551	1648.0373
"20283"	"FLJ44635"	14.3369	20.7674	69.3782
"20284"	"RASSF4"	190.5615	342.8604	2202.6575
"20285"	"EXOSC4"	361.4098	233.6335	248.301
"20286"	"BACH1"	1717.4432	1496.5523	953.4436
"20287"	"WDR83"	123.6559	161.9307	216.0584
"20288"	"APEH"	2016.129	1812.931	2190.0801
"20289"	"SLC8A3"	22.7001	13.3041	4.0572
"20290"	"APOBEC3H"	7.7658	5.1919	33.6748
"20291"	"C20orf160"	19.1159	121.6841	142.0022
"20292"	"FKBP14"	187.5747	251.805	62.481
"20293"	"AGAP6"	195.3405	49.9716	139.9736
"20294"	"LIX1L"	428.9128	1025.0669	671.8734
"20295"	"C10orf107"	3.5842	57.1104	3.6515
"20296"	"MYO1A"	1.1947	0.9735	2.84
"20297"	"IQCF5"	0	0	0
"20298"	"IFITM3"	3262.2461	6302.2633	4677.9592
"20299"	"TCF4"	1330.9438	2264.9469	1657.3689
"20300"	"C20orf141"	0	0	0
"20301"	"C9orf142"	271.2067	297.5582	627.2441
"20302"	"MSRB3"	856.6308	2963.2514	296.5818
"20303"	"PPARGC1B"	18.5185	93.1289	11.7659
"20304"	"HSD17B11"	916.9654	1394.6621	693.3766
"20305"	"SNORD116-15"	0	0	0
"20306"	"LOC401463"	3.5842	0.662	1.6229
"20307"	"MRPL42"	588.411	580.5143	561.1117
"20308"	"MUC7"	0	0.3245	0
"20309"	"ABCA12"	8.3632	22.7144	0
"20310"	"ATP6AP2"	2696.5352	2944.4309	5871.1837
"20311"	"GDPD2"	107.5269	1.9469	0.8114
"20312"	"ZNF302"	183.9904	513.6692	742.0631
"20313"	"C10orf79"	3.5842	20.1184	183.3857
"20314"	"MANEA"	332.1386	495.8222	635.3586
"20315"	"EPPK1"	4120.0717	709.3372	59.6409
"20316"	"EEF1DP3"	5.2628	2.9204	5.2744
"20317"	"C6orf103"	0	0	0
"20318"	"DDX31"	246.7145	231.3621	552.1858
"20319"	"REPIN1"	1416.9654	1857.0617	2323.5622
"20320"	"VIL1"	0	0.649	0
"20321"	"DNAJA2"	2259.2593	1704.8755	1628.9685
"20322"	"SERINC2"	15405.0179	2256.8346	935.9976
"20323"	"SGOL2"	20.908	85.9901	103.053
"20324"	"FN3K"	400.8363	447.1485	405.3149
"20325"	"PEX11B"	391.2784	705.1188	840.6532
"20326"	"HACL1"	255.0777	411.4545	533.5592
"20327"	"GOLGA3"	2415.1732	2742.5976	1572.5733
"20328"	"NINJ2"	25.687	31.4756	71.8126
"20329"	"STK25"	1679.8088	1545.8749	2212.3948
"20330"	"TUBA1C"	12590.8005	1131.1755	1829.8002
"20331"	"LMBR1"	895.46	1067.2508	841.4647
"20332"	"LOC284798"	0	1.6225	4.4629
"20333"	"NDUFA4L2"	191.7563	114.5453	217.4663
"20334"	"SUDS3"	1142.7718	1417.052	1291.8146
"20335"	"MAGEC3"	0	0.3245	0
"20336"	"TMEM211"	0	0.3245	0.4057
"20337"	"HRH4"	0	2.9204	1.6229
"20338"	"ATOH7"	0.5974	0	0.4057
"20339"	"MICAL3"	695.3405	1253.833	1881.7324
"20340"	"WIPF2"	1596.7742	1320.0292	899.077
"20341"	"GABRR1"	1.7921	3.5694	0
"20342"	"HGSNAT"	3276.583	2274.3571	1910.1329
"20343"	"KIAA1012"	922.9391	1274.925	1129.1206
"20344"	"CES2"	1130.227	1470.9175	2071.204
"20345"	"KATNB1"	231.7802	423.1362	492.1392
"20346"	"FAM19A1"	0	6.8143	2.84
"20347"	"SEPT2"	8271.8041	11229.0095	8420.3266
"20348"	"GGT3P"	5.3763	38.6144	159.8539
"20349"	"PRR21"	0	0	0
"20350"	"TYMS"	68.3035	176.7729	322.7427
"20351"	"MLL3"	1608.7216	3400.9897	2190.4859
"20352"	"ZNF28"	260.454	453.3139	333.0967
"20353"	"PROCR"	430.7049	218.0579	133.4821
"20354"	"GPN1"	642.9689	622.0492	676.5717
"20355"	"DAPP1"	1700.7168	250.1825	484.0247
"20356"	"ARHGAP1"	3522.7001	3871.1771	2074.4497
"20357"	"HIST1H3F"	0	0.3245	0
"20358"	"RMST"	0.5974	15.2511	275.89
"20359"	"C3orf20"	0.5974	0.3245	2.0286
"20360"	"DSCR4"	0	0	0
"20361"	"IGFL4"	0	0	0
"20362"	"C6orf186"	2.3895	43.4818	3.6515
"20363"	"DEFB109P1"	0	0	0
"20364"	"HSH2D"	426.5233	207.6742	645.0959
"20365"	"OR4B1"	0	0	0
"20366"	"HPS4"	643.3692	771.315	801.704
"20367"	"CNBD1"	0	0	0
"20368"	"RBKS"	30.4659	38.6144	183.3857
"20369"	"SNORD115-20"	0	0	0
"20370"	"SNW1"	1521.5054	1288.8781	1519.4239
"20371"	"ZNF573"	4.779	46.0777	24.749
"20372"	"GPR26"	0	0.9735	0.8114
"20373"	"C20orf173"	0	0	0
"20374"	"KCTD9"	933.6918	854.0602	491.7334
"20375"	"SNORA49"	0	0	0
"20376"	"P4HTM"	822.5806	722.9658	1208.6419
"20377"	"MARS"	1995.4182	1483.6603	1543.9213
"20378"	"DDX23"	1774.7909	2280.1979	2115.0218
"20379"	"ABI3"	160.0956	245.9641	411.8065
"20380"	"LOC728410"	0	0	0
"20381"	"FAM9A"	0	0	0
"20382"	"PRIMA1"	104.54	281.9826	59.6409
"20383"	"AKT2"	2540.0239	2460.2904	4078.7098
"20384"	"PEX5L"	0.5974	15.9001	2.0286
"20385"	"LOC92973"	22.1027	65.2227	38.1377
"20386"	"HIST2H2AA3"	102.1505	1321.0027	240.9981
"20387"	"ZSCAN10"	0	0.9735	0
"20388"	"C3orf18"	45.4002	222.2763	323.7651
"20389"	"ZNF333"	120.0717	273.8704	273.05
"20390"	"OR1E2"	0	0	0
"20391"	"LIPT2"	4.3967	13.8687	34.7743
"20392"	"BHLHB9"	73.4767	258.6193	161.0711
"20393"	"HMSD"	0.5974	0.649	8.1144
"20394"	"PANX1"	686.3799	320.2726	401.6635
"20395"	"SYNJ1"	387.0968	400.0973	428.441
"20396"	"HBBP1"	0	0	0
"20397"	"HTR3E"	0	0.9735	0.4057
"20398"	"GPX7"	111.1111	174.5761	395.5776
"20399"	"UPK3BL"	2955.8005	158.3224	1200.1582
"20400"	"NOS3"	550.6392	332.3793	191.3825
"20401"	"OAZ3"	3.5962	72.011	16.2126
"20402"	"CCDC3"	593.19	1018.5771	417.4866
"20403"	"CNTD2"	2.9869	10.7082	18.2574
